계정명,DIF_AMT,이체등증감액,회계명,회계연도,불납결손액,미수납액,소관명,수납금액,징수결정금액,세입예산액,세입예산현액
,30776800.0,0.0,일반회계,2020,0.0,0.0,대통령경호처,106146800.0,106146800.0,75370000.0,75370000.0
,219932820.0,0.0,일반회계,2020,0.0,0.0,대통령비서실 및 국가안보실,462932820.0,462932820.0,243000000.0,243000000.0
지역자율계정,244088160.0,0.0,국가균형발전특별회계,2020,0.0,559550280.0,문화재청,244088160.0,803638440.0,0.0,0.0
지역지원계정,1549476160.0,0.0,국가균형발전특별회계,2020,0.0,15697630.0,문화재청,1549476160.0,1565173790.0,0.0,0.0
,-21959090600.0,0.0,일반회계,2020,0.0,14394764590.0,문화재청,30992909400.0,45387673990.0,52952000000.0,52952000000.0
세종특별자치시계정,-6000000.0,0.0,국가균형발전특별회계,2020,0.0,6134240.0,문화체육관광부,0.0,6134240.0,6000000.0,6000000.0
제주특별자치도계정,23110.0,0.0,국가균형발전특별회계,2020,0.0,0.0,문화체육관광부,1023110.0,1023110.0,1000000.0,1000000.0
지역자율계정,419148860.0,0.0,국가균형발전특별회계,2020,0.0,4142438580.0,문화체육관광부,12934148860.0,17076587440.0,12515000000.0,12515000000.0
지역지원계정,-8944940480.0,0.0,국가균형발전특별회계,2020,0.0,103504060.0,문화체육관광부,307059520.0,410563580.0,9252000000.0,9252000000.0
,11548979660.0,0.0,아시아문화중심도시조성특별회계,2020,0.0,52787400.0,문화체육관광부,118753979660.0,118806767060.0,107205000000.0,107205000000.0
,-7942975990.0,0.0,일반회계,2020,0.0,18978793950.0,문화체육관광부,50726024010.0,69704817960.0,58669000000.0,58669000000.0
,-2055260.0,0.0,일반회계,2020,0.0,0.0,민주평화통일자문회의,3944740.0,3944740.0,6000000.0,6000000.0
,22849990940.0,-1400419000.0,일반회계,2020,31501096770.0,92497563480.0,방송통신위원회,63737571940.0,187736232190.0,42288000000.0,40887581000.0
,-329974098920.0,0.0,일반회계,2020,0.0,498636368300.0,방위사업청,241631901080.0,740268269380.0,571606000000.0,571606000000.0
,-8752856040.0,0.0,교도작업특별회계,2020,0.0,69938320.0,법무부,118424143960.0,118494082280.0,127177000000.0,127177000000.0
,-286998071940.0,0.0,일반회계,2020,135300340.0,15419018800.0,법무부,1336474928060.0,1352029247200.0,1623473000000.0,1623473000000.0
,1167430.0,0.0,일반회계,2020,0.0,84584510.0,법제처,1167430.0,85751940.0,0.0,0.0
,11760270.0,0.0,일반회계,2020,0.0,1373448450.0,병무청,227760270.0,1601208720.0,216000000.0,216000000.0
세종특별자치시계정,337038550.0,0.0,국가균형발전특별회계,2020,0.0,0.0,보건복지부,337038550.0,337038550.0,0.0,0.0
제주특별자치도계정,1797600.0,0.0,국가균형발전특별회계,2020,0.0,0.0,보건복지부,1797600.0,1797600.0,0.0,0.0
지역자율계정,8423651490.0,0.0,국가균형발전특별회계,2020,0.0,1857162670.0,보건복지부,8423651490.0,10280814160.0,0.0,0.0
지역지원계정,16058124520.0,0.0,국가균형발전특별회계,2020,0.0,6599388020.0,보건복지부,16058124520.0,22657512540.0,0.0,0.0
손익계정,335440880.0,0.0,국립공주병원,2020,0.0,331950660.0,보건복지부,15760440880.0,16092391540.0,15425000000.0,15425000000.0
자본계정,122765850.0,0.0,국립공주병원,2020,0.0,0.0,보건복지부,1511765850.0,1511765850.0,1389000000.0,1389000000.0
손익계정,1042965190.0,0.0,국립나주병원,2020,0.0,1401379310.0,보건복지부,21514965190.0,22916344500.0,20472000000.0,20472000000.0
자본계정,58594680.0,0.0,국립나주병원,2020,0.0,0.0,보건복지부,1694594680.0,1694594680.0,1636000000.0,1636000000.0
손익계정,13407246960.0,-14211000000.0,국립마산병원,2020,0.0,0.0,보건복지부,13407246960.0,13407246960.0,14211000000.0,0.0
자본계정,3264000000.0,-6110000000.0,국립마산병원,2020,0.0,0.0,보건복지부,3264000000.0,3264000000.0,6110000000.0,0.0
손익계정,9060845990.0,-11184000000.0,국립목포병원,2020,0.0,0.0,보건복지부,9060845990.0,9060845990.0,11184000000.0,0.0
자본계정,955000000.0,-1162000000.0,국립목포병원,2020,0.0,0.0,보건복지부,955000000.0,955000000.0,1162000000.0,0.0
손익계정,914834800.0,0.0,국립부곡병원,2020,0.0,498252290.0,보건복지부,20588834800.0,21087087090.0,19674000000.0,19674000000.0
자본계정,203210860.0,0.0,국립부곡병원,2020,0.0,0.0,보건복지부,1664210860.0,1664210860.0,1461000000.0,1461000000.0
손익계정,4439815240.0,0.0,국립재활원,2020,0.0,427782010.0,보건복지부,49944815240.0,50372597250.0,45505000000.0,45505000000.0
자본계정,2909579640.0,0.0,국립재활원,2020,0.0,0.0,보건복지부,18806579640.0,18806579640.0,15897000000.0,15897000000.0
손익계정,6449815960.0,0.0,국립정신건강센터,2020,0.0,1094530090.0,보건복지부,48083815960.0,49178346050.0,41634000000.0,41634000000.0
자본계정,628423310.0,0.0,국립정신건강센터,2020,0.0,0.0,보건복지부,1901423310.0,1901423310.0,1273000000.0,1273000000.0
손익계정,1265782410.0,0.0,국립춘천병원,2020,0.0,354226410.0,보건복지부,15716782410.0,16071008820.0,14451000000.0,14451000000.0
자본계정,129391800.0,0.0,국립춘천병원,2020,0.0,0.0,보건복지부,1170391800.0,1170391800.0,1041000000.0,1041000000.0
농어촌특별세사업계정,74875000.0,0.0,농어촌구조개선특별회계,2020,0.0,185202400.0,보건복지부,924875000.0,1110077400.0,850000000.0,850000000.0
투자계정,1818200.0,0.0,에너지및자원사업특별회계,2020,0.0,2123559760.0,보건복지부,1818200.0,2125377960.0,0.0,0.0
,39658413220.0,-2566000000.0,일반회계,2020,1611106810.0,288252323700.0,보건복지부,537310413220.0,827173843730.0,500218000000.0,497652000000.0
제주특별자치도계정,0.0,0.0,국가균형발전특별회계,2020,0.0,2427390.0,산림청,0.0,2427390.0,0.0,0.0
지역자율계정,113143650.0,0.0,국가균형발전특별회계,2020,0.0,3779704990.0,산림청,113143650.0,3892848640.0,0.0,0.0
손익계정,-1423820650.0,0.0,국립자연휴양림관리소,2020,0.0,0.0,산림청,30301179350.0,30301179350.0,31725000000.0,31725000000.0
자본계정,9751718870.0,0.0,국립자연휴양림관리소,2020,0.0,0.0,산림청,49409718870.0,49409718870.0,39658000000.0,39658000000.0
임업진흥사업계정,55052564990.0,0.0,농어촌구조개선특별회계,2020,0.0,52435057300.0,산림청,877927564990.0,930362622290.0,822875000000.0,822875000000.0
투자계정,924375420.0,0.0,에너지및자원사업특별회계,2020,0.0,194320110.0,산림청,924375420.0,1118695530.0,0.0,0.0
,20921485920.0,0.0,일반회계,2020,143165090.0,28416174260.0,산림청,98387485920.0,126946825270.0,77466000000.0,77466000000.0
세종특별자치시계정,1959977160.0,0.0,국가균형발전특별회계,2020,0.0,0.0,산업통상자원부,1959977160.0,1959977160.0,0.0,0.0
지역자율계정,2332860810.0,0.0,국가균형발전특별회계,2020,0.0,44260470.0,산업통상자원부,2332860810.0,2377121280.0,0.0,0.0
지역지원계정,-41043161630.0,0.0,국가균형발전특별회계,2020,0.0,6052981830.0,산업통상자원부,70598838370.0,76651820200.0,111642000000.0,111642000000.0
,-9165850300.0,0.0,소재부품장비경쟁력강화특별회계,2020,0.0,0.0,산업통상자원부,2065318149700.0,2065318149700.0,2074484000000.0,2074484000000.0
융자계정,-227336517370.0,0.0,에너지및자원사업특별회계,2020,0.0,0.0,산업통상자원부,633739482630.0,633739482630.0,861076000000.0,861076000000.0
투자계정,-708123157720.0,0.0,에너지및자원사업특별회계,2020,0.0,4173751440.0,산업통상자원부,3957246842280.0,3961420593720.0,4665370000000.0,4665370000000.0
,-79222756060.0,0.0,일반회계,2020,0.0,16982645900.0,산업통상자원부,138076243940.0,155058889840.0,217299000000.0,217299000000.0
지역자율계정,0.0,0.0,국가균형발전특별회계,2020,0.0,457940.0,새만금개발청,0.0,457940.0,0.0,0.0
지역지원계정,15471840.0,0.0,국가균형발전특별회계,2020,0.0,0.0,새만금개발청,15471840.0,15471840.0,0.0,0.0
,-21293650.0,0.0,일반회계,2020,0.0,348806880.0,새만금개발청,1687706350.0,2036513230.0,1709000000.0,1709000000.0
,9652975590.0,0.0,일반회계,2020,0.0,593211100.0,소방청,13151975590.0,13745186690.0,3499000000.0,3499000000.0
제주특별자치도계정,431220.0,0.0,국가균형발전특별회계,2020,0.0,468840.0,식품의약품안전처,431220.0,900060.0,0.0,0.0
지역지원계정,17675380.0,0.0,국가균형발전특별회계,2020,0.0,0.0,식품의약품안전처,17675380.0,17675380.0,0.0,0.0
구조개선사업계정,1189380.0,0.0,농어촌구조개선특별회계,2020,0.0,0.0,식품의약품안전처,8189380.0,8189380.0,7000000.0,7000000.0
,-822546490.0,0.0,일반회계,2020,40336000.0,3982910900.0,식품의약품안전처,31614453510.0,35637700410.0,32437000000.0,32437000000.0
세종특별자치시계정,35774490.0,0.0,국가균형발전특별회계,2020,0.0,0.0,여성가족부,35774490.0,35774490.0,0.0,0.0
제주특별자치도계정,183810030.0,0.0,국가균형발전특별회계,2020,0.0,0.0,여성가족부,183810030.0,183810030.0,0.0,0.0
지역자율계정,2668057250.0,0.0,국가균형발전특별회계,2020,0.0,434399330.0,여성가족부,2668057250.0,3102456580.0,0.0,0.0
지역지원계정,77479890.0,0.0,국가균형발전특별회계,2020,0.0,0.0,여성가족부,77479890.0,77479890.0,0.0,0.0
,21546348830.0,0.0,일반회계,2020,0.0,3550820500.0,여성가족부,31873348830.0,35424169330.0,10327000000.0,10327000000.0
,-219480738910.0,0.0,일반회계,2020,0.0,442341060.0,외교부,64253261090.0,64695602150.0,283734000000.0,283734000000.0
,46770530.0,0.0,일반회계,2020,0.0,56000000.0,원자력안전위원회,1558770530.0,1614770530.0,1512000000.0,1512000000.0
,9786131360.0,0.0,일반회계,2020,0.0,75214860.0,인사혁신처,58632131360.0,58707346220.0,48846000000.0,48846000000.0
손익계정,21172046170.0,0.0,조달특별회계,2020,0.0,50346370960.0,조달청,320682046170.0,371028417130.0,299510000000.0,299510000000.0
자본계정,-5447985740.0,0.0,조달특별회계,2020,0.0,0.0,조달청,149317014260.0,149317014260.0,154765000000.0,154765000000.0
세종특별자치시계정,2349690.0,0.0,국가균형발전특별회계,2020,0.0,0.0,중소벤처기업부,2349690.0,2349690.0,0.0,0.0
제주특별자치도계정,32342990.0,0.0,국가균형발전특별회계,2020,0.0,0.0,중소벤처기업부,32342990.0,32342990.0,0.0,0.0
지역자율계정,3713065640.0,0.0,국가균형발전특별회계,2020,0.0,652110320.0,중소벤처기업부,8213065640.0,8865175960.0,4500000000.0,4500000000.0
지역지원계정,7968408840.0,0.0,국가균형발전특별회계,2020,0.0,0.0,중소벤처기업부,17658408840.0,17658408840.0,9690000000.0,9690000000.0
,22776290140.0,0.0,일반회계,2020,0.0,1183609160.0,중소벤처기업부,124015290140.0,125198899300.0,101239000000.0,101239000000.0
,1750461760.0,0.0,일반회계,2020,0.0,131173820.0,중앙선거관리위원회,12215461760.0,12346635580.0,10465000000.0,10465000000.0
손익계정,-8384581250.0,14211000000.0,국립마산병원,2020,0.0,495995550.0,질병관리청,5826418750.0,6322414300.0,0.0,14211000000.0
자본계정,-3230644000.0,6110000000.0,국립마산병원,2020,0.0,0.0,질병관리청,2879356000.0,2879356000.0,0.0,6110000000.0
손익계정,-7194164820.0,11184000000.0,국립목포병원,2020,0.0,473964920.0,질병관리청,3989835180.0,4463800100.0,0.0,11184000000.0
자본계정,693413150.0,1162000000.0,국립목포병원,2020,0.0,0.0,질병관리청,1855413150.0,1855413150.0,0.0,1162000000.0
,-1980785710.0,2566000000.0,일반회계,2020,0.0,291799750.0,질병관리청,585214290.0,877014040.0,0.0,2566000000.0
,-643632960.0,0.0,일반회계,2020,0.0,67713860.0,통계청,4482367040.0,4550080900.0,5126000000.0,5126000000.0
,-1559635590.0,0.0,일반회계,2020,2032940.0,258145150.0,통일부,1164364410.0,1424542500.0,2724000000.0,2724000000.0
손익계정,48055676360.0,0.0,특허청,2020,0.0,0.0,특허청,567466676360.0,567466676360.0,519411000000.0,519411000000.0
자본계정,-1041802840.0,0.0,특허청,2020,0.0,0.0,특허청,114952197160.0,114952197160.0,115994000000.0,115994000000.0
,-779876960.0,0.0,일반회계,2020,92816990.0,7326735120.0,해양경찰청,4156123040.0,11575675150.0,4936000000.0,4936000000.0
항만계정,115021564440.0,0.0,교통시설특별회계,2020,118312790.0,23623070720.0,해양수산부,1646313564440.0,1670054947950.0,1531292000000.0,1531292000000.0
제주특별자치도계정,-1617588000.0,0.0,국가균형발전특별회계,2020,0.0,0.0,해양수산부,65412000.0,65412000.0,1683000000.0,1683000000.0
지역자율계정,4402375190.0,0.0,국가균형발전특별회계,2020,0.0,1309314360.0,해양수산부,8732375190.0,10041689550.0,4330000000.0,4330000000.0
지역지원계정,-2881201300.0,0.0,국가균형발전특별회계,2020,0.0,438407560.0,해양수산부,791798700.0,1230206260.0,3673000000.0,3673000000.0
구조개선사업계정,24481787300.0,0.0,농어촌구조개선특별회계,2020,0.0,5847116340.0,해양수산부,45388787300.0,51235903640.0,20907000000.0,20907000000.0
농어촌특별세사업계정,-1947347050.0,0.0,농어촌구조개선특별회계,2020,0.0,607323460.0,해양수산부,4168652950.0,4775976410.0,6116000000.0,6116000000.0
투자계정,-2801059560.0,0.0,에너지및자원사업특별회계,2020,0.0,635774430.0,해양수산부,1037940440.0,1673714870.0,3839000000.0,3839000000.0
,-2450179930.0,0.0,일반회계,2020,18080840.0,5822009630.0,해양수산부,48855820070.0,54695910540.0,51306000000.0,51306000000.0
지역자율계정,-1539514290.0,0.0,국가균형발전특별회계,2020,0.0,120398440.0,행정안전부,138485710.0,258884150.0,1678000000.0,1678000000.0
지역지원계정,3356279250.0,0.0,국가균형발전특별회계,2020,0.0,1978546920.0,행정안전부,3962279250.0,5940826170.0,606000000.0,606000000.0
,3580370320.0,-707415000.0,일반회계,2020,0.0,11640119210.0,행정안전부,61396955320.0,73037074530.0,58524000000.0,57816585000.0
,13447472960.0,0.0,행정중심복합도시건설특별회계,2020,0.0,154564230.0,행정중심복합도시건설청,333974472960.0,334129037190.0,320527000000.0,320527000000.0
,-8327170.0,0.0,일반회계,2020,0.0,0.0,헌법재판소,174672830.0,174672830.0,183000000.0,183000000.0
세종특별자치시계정,0.0,0.0,국가균형발전특별회계,2020,0.0,7542790.0,환경부,0.0,7542790.0,0.0,0.0
제주특별자치도계정,2144050.0,0.0,국가균형발전특별회계,2020,0.0,0.0,환경부,2144050.0,2144050.0,0.0,0.0
지역자율계정,4677996870.0,0.0,국가균형발전특별회계,2020,0.0,6464960.0,환경부,4677996870.0,4684461830.0,0.0,0.0
지역지원계정,270303350.0,0.0,국가균형발전특별회계,2020,0.0,28554490.0,환경부,270303350.0,298857840.0,0.0,0.0
농어촌특별세사업계정,1022496040.0,0.0,농어촌구조개선특별회계,2020,0.0,0.0,환경부,1522496040.0,1522496040.0,500000000.0,500000000.0
투자계정,51022866020.0,0.0,에너지및자원사업특별회계,2020,0.0,6158908550.0,환경부,62506866020.0,68665774570.0,11484000000.0,11484000000.0
,5953142730.0,0.0,일반회계,2020,0.0,28935890.0,환경부,6769142730.0,6798078620.0,816000000.0,816000000.0
,506330956620.0,0.0,환경개선특별회계,2020,88142397940.0,772267641290.0,환경부,7029409956620.0,7889819995850.0,6523079000000.0,6523079000000.0
,1117084080.0,0.0,일반회계,2019,0.0,394691550.0,감사원,1592084080.0,1986775630.0,475000000.0,475000000.0
손익계정,2616919820.0,0.0,경찰병원,2019,0.0,22393740.0,경찰청,80907919820.0,80930313560.0,78291000000.0,78291000000.0
자본계정,467752870.0,0.0,경찰병원,2019,0.0,0.0,경찰청,3008752870.0,3008752870.0,2541000000.0,2541000000.0
,-1805112000.0,0.0,일반회계,2019,24943573830.0,987088612730.0,경찰청,880701888000.0,1892734074560.0,882507000000.0,882507000000.0
세종특별자치시계정,88900370.0,0.0,국가균형발전특별회계,2019,0.0,0.0,고용노동부,88900370.0,88900370.0,0.0,0.0
제주특별자치도계정,678462140.0,0.0,국가균형발전특별회계,2019,0.0,0.0,고용노동부,678462140.0,678462140.0,0.0,0.0
지역자율계정,19446878060.0,0.0,국가균형발전특별회계,2019,0.0,8285430440.0,고용노동부,19446878060.0,27732308500.0,0.0,0.0
투자계정,-203649320.0,0.0,에너지및자원사업특별회계,2019,0.0,1010982730.0,고용노동부,157350680.0,1168333410.0,361000000.0,361000000.0
,55246477140.0,0.0,일반회계,2019,546413270.0,71367943520.0,고용노동부,141207477140.0,213121833930.0,85961000000.0,85961000000.0
,-372650735740.0,0.0,일반회계,2019,9294240000.0,139697413750.0,공정거래위원회,52103264260.0,201094918010.0,424754000000.0,424754000000.0
세종특별자치시계정,35286300.0,0.0,국가균형발전특별회계,2019,0.0,0.0,과학기술정보통신부,35286300.0,35286300.0,0.0,0.0
제주특별자치도계정,18497690.0,0.0,국가균형발전특별회계,2019,0.0,0.0,과학기술정보통신부,18497690.0,18497690.0,0.0,0.0
지역지원계정,4975000680.0,0.0,국가균형발전특별회계,2019,0.0,1374210.0,과학기술정보통신부,10117000680.0,10118374890.0,5142000000.0,5142000000.0
손익계정,553541810.0,0.0,국립과천과학관,2019,0.0,163722780.0,과학기술정보통신부,27961541810.0,28125264590.0,27408000000.0,27408000000.0
자본계정,221470410.0,0.0,국립과천과학관,2019,0.0,0.0,과학기술정보통신부,7219470410.0,7219470410.0,6998000000.0,6998000000.0
손익계정,649179530.0,0.0,국립중앙과학관,2019,0.0,215043520.0,과학기술정보통신부,25188179530.0,25403223050.0,24539000000.0,24539000000.0
자본계정,179877460.0,0.0,국립중앙과학관,2019,0.0,0.0,과학기술정보통신부,13058877460.0,13058877460.0,12879000000.0,12879000000.0
투자계정,666753420.0,0.0,에너지및자원사업특별회계,2019,0.0,0.0,과학기술정보통신부,666753420.0,666753420.0,0.0,0.0
,-22379574990.0,0.0,우체국보험특별회계,2019,0.0,36840770.0,과학기술정보통신부,966364425010.0,966401265780.0,988744000000.0,988744000000.0
손익계정,60361483150.0,0.0,우체국예금특별회계,2019,0.0,3231680560.0,과학기술정보통신부,3145833483150.0,3149065163710.0,3085472000000.0,3085472000000.0
자본계정,698142490.0,0.0,우체국예금특별회계,2019,0.0,0.0,과학기술정보통신부,8103142490.0,8103142490.0,7405000000.0,7405000000.0
손익계정,-775725965090.0,0.0,우편사업특별회계,2019,30610650.0,8405175480.0,과학기술정보통신부,3955536034910.0,3963971821040.0,4731262000000.0,4731262000000.0
자본계정,3811714000.0,0.0,우편사업특별회계,2019,0.0,3314341380.0,과학기술정보통신부,192303714000.0,195618055380.0,188492000000.0,188492000000.0
,-45617665620.0,-2921000000.0,일반회계,2019,328167860.0,2316981230.0,과학기술정보통신부,309984334380.0,312629483470.0,358523000000.0,355602000000.0
,-244197050.0,0.0,일반회계,2019,5260676350.0,424435639530.0,관세청,131788802950.0,561485118830.0,132033000000.0,132033000000.0
지역지원계정,-5047864290.0,0.0,국가균형발전특별회계,2019,0.0,0.0,교육부,6326135710.0,6326135710.0,11374000000.0,11374000000.0
,190032155670.0,0.0,유아교육지원특별회계,2019,0.0,0.0,교육부,4005370155670.0,4005370155670.0,3815338000000.0,3815338000000.0
,11289909730.0,0.0,일반회계,2019,373155000.0,1794257880.0,교육부,212395909730.0,214563322610.0,201106000000.0,201106000000.0
제주특별자치도계정,68727680.0,0.0,국가균형발전특별회계,2019,0.0,0.0,국가보훈처,68727680.0,68727680.0,0.0,0.0
투자계정,-21248000.0,0.0,에너지및자원사업특별회계,2019,0.0,421710.0,국가보훈처,39752000.0,40173710.0,61000000.0,61000000.0
,-4907504140.0,0.0,일반회계,2019,230321490.0,3308287560.0,국가보훈처,3040495860.0,6579104910.0,7948000000.0,7948000000.0
,-4594140.0,0.0,일반회계,2019,0.0,0.0,국가인권위원회,12405860.0,12405860.0,17000000.0,17000000.0
,19976518000.0,0.0,일반회계,2019,0.0,0.0,국가정보원,42415518000.0,42415518000.0,22439000000.0,22439000000.0
,64106670.0,0.0,일반회계,2019,0.0,0.0,국무조정실 및 국무총리비서실,64106670.0,64106670.0,0.0,0.0
,-173176820.0,0.0,일반회계,2019,0.0,93849000.0,국민권익위원회,967823180.0,1061672180.0,1141000000.0,1141000000.0
,158012042430.0,0.0,국방·군사시설이전특별회계,2019,0.0,7415511240.0,국방부,950153042430.0,957568553670.0,792141000000.0,792141000000.0
,15080675680.0,0.0,일반회계,2019,78438370.0,82736155820.0,국방부,240029675680.0,322844269870.0,224949000000.0,224949000000.0
,37465793410.0,0.0,주한미군기지이전특별회계,2019,0.0,4245957290.0,국방부,530783793410.0,535029750700.0,493318000000.0,493318000000.0
,79498094590.0,0.0,일반회계,2019,439019100980.0,4280042305610.0,국세청,1004434094590.0,5723495501180.0,924936000000.0,924936000000.0
,728781870.0,0.0,혁신도시건설특별회계,2019,0.0,0.0,국세청,53635781870.0,53635781870.0,52907000000.0,52907000000.0
공항계정,-56604726360.0,0.0,교통시설특별회계,2019,0.0,12939183080.0,국토교통부,615638273640.0,628577456720.0,672243000000.0,672243000000.0
교통체계관리계정,-21520592900.0,0.0,교통시설특별회계,2019,0.0,35820670.0,국토교통부,263040407100.0,263076227770.0,284561000000.0,284561000000.0
도로계정,33817687690.0,0.0,교통시설특별회계,2019,0.0,87505782410.0,국토교통부,9442174687690.0,9529680470100.0,9408357000000.0,9408357000000.0
철도계정,55259598490.0,0.0,교통시설특별회계,2019,0.0,5489517860.0,국토교통부,4024175598490.0,4029665116350.0,3968916000000.0,3968916000000.0
세종특별자치시계정,67560620.0,0.0,국가균형발전특별회계,2019,0.0,0.0,국토교통부,67560620.0,67560620.0,0.0,0.0
제주특별자치도계정,-484433150.0,0.0,국가균형발전특별회계,2019,0.0,0.0,국토교통부,486566850.0,486566850.0,971000000.0,971000000.0
지역자율계정,-97009516210.0,0.0,국가균형발전특별회계,2019,9106490730.0,655697035240.0,국토교통부,195704483790.0,860508009760.0,292714000000.0,292714000000.0
지역지원계정,-75188858210.0,0.0,국가균형발전특별회계,2019,13508330.0,176171263030.0,국토교통부,320354141790.0,496538913150.0,395543000000.0,395543000000.0
투자계정,-688948090.0,0.0,에너지및자원사업특별회계,2019,0.0,0.0,국토교통부,101051910.0,101051910.0,790000000.0,790000000.0
,-23937434140.0,0.0,일반회계,2019,3675000.0,37169700960.0,국토교통부,139016565860.0,176189941820.0,162954000000.0,162954000000.0
,2235890810.0,0.0,혁신도시건설특별회계,2019,0.0,0.0,국토교통부,204544890810.0,204544890810.0,202309000000.0,202309000000.0
,876200290.0,0.0,일반회계,2019,0.0,308082700.0,국회,3477200290.0,3785282990.0,2601000000.0,2601000000.0
,-2140851230.0,0.0,일반회계,2019,327928800.0,28449194680.0,금융위원회,36610148770.0,65387272250.0,38751000000.0,38751000000.0
,-13711200120.0,0.0,일반회계,2019,0.0,14370253230.0,기상청,8324799880.0,22695053110.0,22036000000.0,22036000000.0
세종특별자치시계정,5143232300.0,0.0,국가균형발전특별회계,2019,0.0,0.0,기획재정부,108639232300.0,108639232300.0,103496000000.0,103496000000.0
제주특별자치도계정,-38603100240.0,0.0,국가균형발전특별회계,2019,0.0,0.0,기획재정부,295327899760.0,295327899760.0,333931000000.0,333931000000.0
지역자율계정,294669454330.0,0.0,국가균형발전특별회계,2019,0.0,0.0,기획재정부,5595311454330.0,5595311454330.0,5300642000000.0,5300642000000.0
지역지원계정,4688179860.0,0.0,국가균형발전특별회계,2019,0.0,0.0,기획재정부,4304445179860.0,4304445179860.0,4299757000000.0,4299757000000.0
,-1566754223070.0,0.0,일반회계,2019,3756825463310.0,42155514159176.0,기획재정부,325678717676930.0,371591057299416.0,327245471900000.0,327245471900000.0
세종특별자치시계정,4604000.0,0.0,국가균형발전특별회계,2019,0.0,0.0,농림축산식품부,4604000.0,4604000.0,0.0,0.0
지역자율계정,6114781310.0,0.0,국가균형발전특별회계,2019,0.0,1568174300.0,농림축산식품부,23242781310.0,24810955610.0,17128000000.0,17128000000.0
지역지원계정,-3635659640.0,0.0,국가균형발전특별회계,2019,0.0,0.0,농림축산식품부,964340360.0,964340360.0,4600000000.0,4600000000.0
구조개선사업계정,26711353210.0,0.0,농어촌구조개선특별회계,2019,0.0,821655750.0,농림축산식품부,6115462353210.0,6116284008960.0,6088751000000.0,6088751000000.0
농어촌특별세사업계정,464550928130.0,0.0,농어촌구조개선특별회계,2019,0.0,154200960.0,농림축산식품부,5693150928130.0,5693305129090.0,5228600000000.0,5228600000000.0
손익계정,421450139230.0,0.0,양곡관리특별회계,2019,0.0,748747540.0,농림축산식품부,2496284139230.0,2497032886770.0,2074834000000.0,2074834000000.0
자본계정,811330.0,0.0,양곡관리특별회계,2019,0.0,0.0,농림축산식품부,811330.0,811330.0,0.0,0.0
융자계정,-10456376940.0,0.0,에너지및자원사업특별회계,2019,0.0,0.0,농림축산식품부,11557623060.0,11557623060.0,22014000000.0,22014000000.0
투자계정,-15167688650.0,0.0,에너지및자원사업특별회계,2019,0.0,0.0,농림축산식품부,5750311350.0,5750311350.0,20918000000.0,20918000000.0
,-4980331410.0,0.0,일반회계,2019,113300.0,4534572080.0,농림축산식품부,15149668590.0,19684353970.0,20130000000.0,20130000000.0
,-8409750.0,0.0,혁신도시건설특별회계,2019,0.0,0.0,농림축산식품부,34590250.0,34590250.0,43000000.0,43000000.0
세종특별자치시계정,22979160.0,0.0,국가균형발전특별회계,2019,0.0,0.0,농촌진흥청,22979160.0,22979160.0,0.0,0.0
제주특별자치도계정,170266770.0,0.0,국가균형발전특별회계,2019,0.0,0.0,농촌진흥청,170266770.0,170266770.0,0.0,0.0
지역자율계정,387423940.0,0.0,국가균형발전특별회계,2019,0.0,0.0,농촌진흥청,1087423940.0,1087423940.0,700000000.0,700000000.0
지역지원계정,403942960.0,0.0,국가균형발전특별회계,2019,0.0,0.0,농촌진흥청,903942960.0,903942960.0,500000000.0,500000000.0
구조개선사업계정,-1122179020.0,0.0,농어촌구조개선특별회계,2019,0.0,0.0,농촌진흥청,595820980.0,595820980.0,1718000000.0,1718000000.0
,1004993850.0,0.0,일반회계,2019,0.0,17751520.0,농촌진흥청,10455993850.0,10473745370.0,9451000000.0,9451000000.0
,8217687120.0,0.0,혁신도시건설특별회계,2019,0.0,3427726150.0,농촌진흥청,14843687120.0,18271413270.0,6626000000.0,6626000000.0
,-27331459180.0,0.0,등기특별회계,2019,0.0,952800.0,대법원,287342540820.0,287343493620.0,314674000000.0,314674000000.0
,-172435822350.0,0.0,일반회계,2019,0.0,1178481020.0,대법원,428359177650.0,429537658670.0,600795000000.0,600795000000.0
,78489760.0,0.0,일반회계,2019,0.0,0.0,대통령경호처,201489760.0,201489760.0,123000000.0,123000000.0
,233738080.0,0.0,일반회계,2019,0.0,0.0,대통령비서실 및 국가안보실,327738080.0,327738080.0,94000000.0,94000000.0
지역자율계정,186017870.0,0.0,국가균형발전특별회계,2019,0.0,183562850.0,문화재청,186017870.0,369580720.0,0.0,0.0
,439458340.0,0.0,일반회계,2019,3532400.0,10350863070.0,문화재청,42298458340.0,52652853810.0,41859000000.0,41859000000.0
세종특별자치시계정,0.0,0.0,국가균형발전특별회계,2019,0.0,6134240.0,문화체육관광부,0.0,6134240.0,0.0,0.0
제주특별자치도계정,1840460.0,0.0,국가균형발전특별회계,2019,0.0,1023110.0,문화체육관광부,1840460.0,2863570.0,0.0,0.0
지역자율계정,-5456531610.0,0.0,국가균형발전특별회계,2019,0.0,6014240890.0,문화체육관광부,7545468390.0,13559709280.0,13002000000.0,13002000000.0
지역지원계정,-5524049660.0,0.0,국가균형발전특별회계,2019,0.0,395972070.0,문화체육관광부,3801950340.0,4197922410.0,9326000000.0,9326000000.0
